[2023-09-29 00:07:22,468] ml_logger {DiffImpute.py:59} INFO - ### Init. Logger ml_logger ###
[2023-09-29 00:07:56,674] ml_logger {DiffImpute.py:638} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:07:56,674] ml_logger {DiffImpute.py:639} INFO - Repaint Imputation Accuracy Score:1.0437 at 1 column MAR:
[2023-09-29 00:07:56,674] ml_logger {DiffImpute.py:536} INFO - ==================================================Transformer Model Evaluation==================================================
[2023-09-29 00:08:01,471] ml_logger {DiffImpute.py:634} INFO - Repaint Imputation Loss:0.3289 at 1 column MAR:
[2023-09-29 00:08:01,471] ml_logger {DiffImpute.py:635} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:01,471] ml_logger {DiffImpute.py:636} INFO - Repaint Imputation Pearson Correlation:0.0074 at 1 column MAR:
[2023-09-29 00:08:01,471] ml_logger {DiffImpute.py:638} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:01,472] ml_logger {DiffImpute.py:639} INFO - Repaint Imputation Accuracy Score:1.0434 at 1 column MAR:
[2023-09-29 00:08:17,425] ml_logger {DiffImpute.py:59} INFO - ### Init. Logger ml_logger ###
[2023-09-29 00:08:19,009] ml_logger {DiffImpute.py:378} INFO - ==================================================U-Net Model Training==================================================
[2023-09-29 00:08:20,897] ml_logger {DiffImpute.py:392} INFO - (epoch) 1 (batch) 0 (loss) 0.4632
[2023-09-29 00:08:29,344] ml_logger {DiffImpute.py:406} INFO - Model saved at CA/sampling_results/U-Net_epoch1.pt
[2023-09-29 00:08:29,344] ml_logger {DiffImpute.py:372} INFO - ==================================================MLP Model Training==================================================
[2023-09-29 00:08:29,372] ml_logger {DiffImpute.py:392} INFO - (epoch) 1 (batch) 0 (loss) 0.4178
[2023-09-29 00:08:30,573] ml_logger {DiffImpute.py:406} INFO - Model saved at CA/sampling_results/MLP_epoch1.pt
[2023-09-29 00:08:30,573] ml_logger {DiffImpute.py:374} INFO - ==================================================ResNet Model Training==================================================
[2023-09-29 00:08:30,602] ml_logger {DiffImpute.py:392} INFO - (epoch) 1 (batch) 0 (loss) 0.4988
[2023-09-29 00:08:32,337] ml_logger {DiffImpute.py:406} INFO - Model saved at CA/sampling_results/ResNet_epoch1.pt
[2023-09-29 00:08:32,337] ml_logger {DiffImpute.py:376} INFO - ==================================================Transformer Model Training==================================================
[2023-09-29 00:08:32,386] ml_logger {DiffImpute.py:392} INFO - (epoch) 1 (batch) 0 (loss) 0.4333
[2023-09-29 00:08:36,945] ml_logger {DiffImpute.py:406} INFO - Model saved at CA/sampling_results/FT_epoch1.pt
[2023-09-29 00:08:36,999] ml_logger {DiffImpute.py:466} INFO - Test score before training: 5.0919
[2023-09-29 00:08:37,027] ml_logger {DiffImpute.py:481} INFO - (epoch) 1 (batch) 0 (loss) 1.1625
[2023-09-29 00:08:37,891] ml_logger {DiffImpute.py:481} INFO - (epoch) 1 (batch) 64 (loss) 0.0531
[2023-09-29 00:08:37,924] ml_logger {DiffImpute.py:484} INFO - Epoch | Test score: 1.0198
[2023-09-29 00:08:37,967] ml_logger {DiffImpute.py:498} INFO - Model saved at CA/sampling_results/downstream_model_epoch1.pt
[2023-09-29 00:08:37,967] ml_logger {DiffImpute.py:501} INFO -  <<< BEST TEST EPOCH
[2023-09-29 00:08:37,967] ml_logger {DiffImpute.py:538} INFO - ==================================================U-Net Model Evaluation==================================================
[2023-09-29 00:08:47,585] ml_logger {DiffImpute.py:634} INFO - Repaint Imputation Loss:0.2410 at 2 column MAR:
[2023-09-29 00:08:47,585] ml_logger {DiffImpute.py:635} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:47,585] ml_logger {DiffImpute.py:636} INFO - Repaint Imputation Pearson Correlation:0.0017 at 2 column MAR:
[2023-09-29 00:08:47,586] ml_logger {DiffImpute.py:638} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:47,586] ml_logger {DiffImpute.py:639} INFO - Repaint Imputation Accuracy Score:1.0548 at 2 column MAR:
[2023-09-29 00:08:47,586] ml_logger {DiffImpute.py:532} INFO - ==================================================MLP Model Evaluation==================================================
[2023-09-29 00:08:49,374] ml_logger {DiffImpute.py:634} INFO - Repaint Imputation Loss:0.2392 at 2 column MAR:
[2023-09-29 00:08:49,374] ml_logger {DiffImpute.py:635} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:49,374] ml_logger {DiffImpute.py:636} INFO - Repaint Imputation Pearson Correlation:0.0052 at 2 column MAR:
[2023-09-29 00:08:49,374] ml_logger {DiffImpute.py:638} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:49,374] ml_logger {DiffImpute.py:639} INFO - Repaint Imputation Accuracy Score:1.0548 at 2 column MAR:
[2023-09-29 00:08:49,375] ml_logger {DiffImpute.py:534} INFO - ==================================================ResNet Model Evaluation==================================================
[2023-09-29 00:08:51,633] ml_logger {DiffImpute.py:634} INFO - Repaint Imputation Loss:0.2269 at 2 column MAR:
[2023-09-29 00:08:51,633] ml_logger {DiffImpute.py:635} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:51,634] ml_logger {DiffImpute.py:636} INFO - Repaint Imputation Pearson Correlation:0.0023 at 2 column MAR:
[2023-09-29 00:08:51,634] ml_logger {DiffImpute.py:638} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:51,634] ml_logger {DiffImpute.py:639} INFO - Repaint Imputation Accuracy Score:1.0544 at 2 column MAR:
[2023-09-29 00:08:51,634] ml_logger {DiffImpute.py:536} INFO - ==================================================Transformer Model Evaluation==================================================
[2023-09-29 00:08:56,376] ml_logger {DiffImpute.py:634} INFO - Repaint Imputation Loss:0.2157 at 2 column MAR:
[2023-09-29 00:08:56,376] ml_logger {DiffImpute.py:635} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:56,377] ml_logger {DiffImpute.py:636} INFO - Repaint Imputation Pearson Correlation:0.0116 at 2 column MAR:
[2023-09-29 00:08:56,377] ml_logger {DiffImpute.py:638} INFO - ------------------------------------------------------------------------------------------------------------------------
[2023-09-29 00:08:56,377] ml_logger {DiffImpute.py:639} INFO - Repaint Imputation Accuracy Score:1.0543 at 2 column MAR:
[2023-09-29 00:16:36,566] ml_logger {DiffImpute.py:43} INFO - ### Init. Logger ml_logger ###
[2023-09-29 00:16:38,186] ml_logger {DiffImpute.py:418} INFO - ==================================================U-Net Model Training==================================================
[2023-09-29 00:16:40,029] ml_logger {DiffImpute.py:434} INFO - (epoch) 1 (batch) 0 (loss) 0.4632
[2023-09-29 00:16:48,823] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch1.pt
[2023-09-29 00:16:48,877] ml_logger {DiffImpute.py:434} INFO - (epoch) 2 (batch) 0 (loss) 0.3665
[2023-09-29 00:16:57,500] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch2.pt
[2023-09-29 00:16:57,553] ml_logger {DiffImpute.py:434} INFO - (epoch) 3 (batch) 0 (loss) 0.2512
[2023-09-29 00:17:06,453] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch3.pt
[2023-09-29 00:17:06,508] ml_logger {DiffImpute.py:434} INFO - (epoch) 4 (batch) 0 (loss) 0.1071
[2023-09-29 00:17:15,148] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch4.pt
[2023-09-29 00:17:15,201] ml_logger {DiffImpute.py:434} INFO - (epoch) 5 (batch) 0 (loss) 0.3051
[2023-09-29 00:17:23,833] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch5.pt
[2023-09-29 00:17:23,886] ml_logger {DiffImpute.py:434} INFO - (epoch) 6 (batch) 0 (loss) 0.2370
[2023-09-29 00:17:32,574] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch6.pt
[2023-09-29 00:17:32,628] ml_logger {DiffImpute.py:434} INFO - (epoch) 7 (batch) 0 (loss) 0.1923
[2023-09-29 00:17:41,337] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch7.pt
[2023-09-29 00:17:41,391] ml_logger {DiffImpute.py:434} INFO - (epoch) 8 (batch) 0 (loss) 0.1095
[2023-09-29 00:17:50,082] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch8.pt
[2023-09-29 00:17:50,135] ml_logger {DiffImpute.py:434} INFO - (epoch) 9 (batch) 0 (loss) 0.0904
[2023-09-29 00:17:58,797] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch9.pt
[2023-09-29 00:17:58,850] ml_logger {DiffImpute.py:434} INFO - (epoch) 10 (batch) 0 (loss) 0.0621
[2023-09-29 00:18:07,530] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch10.pt
[2023-09-29 00:18:07,583] ml_logger {DiffImpute.py:434} INFO - (epoch) 11 (batch) 0 (loss) 0.0647
[2023-09-29 00:18:16,194] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch11.pt
[2023-09-29 00:18:16,247] ml_logger {DiffImpute.py:434} INFO - (epoch) 12 (batch) 0 (loss) 0.0462
[2023-09-29 00:18:24,878] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch12.pt
[2023-09-29 00:18:24,933] ml_logger {DiffImpute.py:434} INFO - (epoch) 13 (batch) 0 (loss) 0.0553
[2023-09-29 00:18:33,541] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch13.pt
[2023-09-29 00:18:33,594] ml_logger {DiffImpute.py:434} INFO - (epoch) 14 (batch) 0 (loss) 0.1714
[2023-09-29 00:18:42,205] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch14.pt
[2023-09-29 00:18:42,258] ml_logger {DiffImpute.py:434} INFO - (epoch) 15 (batch) 0 (loss) 566.9762
[2023-09-29 00:18:50,849] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch15.pt
[2023-09-29 00:18:50,902] ml_logger {DiffImpute.py:434} INFO - (epoch) 16 (batch) 0 (loss) 387.9251
[2023-09-29 00:18:59,526] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch16.pt
[2023-09-29 00:18:59,579] ml_logger {DiffImpute.py:434} INFO - (epoch) 17 (batch) 0 (loss) 124.7936
[2023-09-29 00:19:08,178] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch17.pt
[2023-09-29 00:19:08,231] ml_logger {DiffImpute.py:434} INFO - (epoch) 18 (batch) 0 (loss) 110.0255
[2023-09-29 00:19:16,833] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch18.pt
[2023-09-29 00:19:16,886] ml_logger {DiffImpute.py:434} INFO - (epoch) 19 (batch) 0 (loss) 76.8571
[2023-09-29 00:19:25,528] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch19.pt
[2023-09-29 00:19:25,582] ml_logger {DiffImpute.py:434} INFO - (epoch) 20 (batch) 0 (loss) 11.9825
[2023-09-29 00:19:34,213] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/U-Net_epoch20.pt
[2023-09-29 00:19:34,213] ml_logger {DiffImpute.py:412} INFO - ==================================================MLP Model Training==================================================
[2023-09-29 00:19:34,239] ml_logger {DiffImpute.py:434} INFO - (epoch) 1 (batch) 0 (loss) 0.4480
[2023-09-29 00:19:35,417] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch1.pt
[2023-09-29 00:19:35,443] ml_logger {DiffImpute.py:434} INFO - (epoch) 2 (batch) 0 (loss) 0.3018
[2023-09-29 00:19:36,640] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch2.pt
[2023-09-29 00:19:36,665] ml_logger {DiffImpute.py:434} INFO - (epoch) 3 (batch) 0 (loss) 0.2936
[2023-09-29 00:19:37,900] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch3.pt
[2023-09-29 00:19:37,926] ml_logger {DiffImpute.py:434} INFO - (epoch) 4 (batch) 0 (loss) 0.2210
[2023-09-29 00:19:39,176] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch4.pt
[2023-09-29 00:19:39,203] ml_logger {DiffImpute.py:434} INFO - (epoch) 5 (batch) 0 (loss) 0.2466
[2023-09-29 00:19:40,497] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch5.pt
[2023-09-29 00:19:40,525] ml_logger {DiffImpute.py:434} INFO - (epoch) 6 (batch) 0 (loss) 0.2167
[2023-09-29 00:19:41,806] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch6.pt
[2023-09-29 00:19:41,832] ml_logger {DiffImpute.py:434} INFO - (epoch) 7 (batch) 0 (loss) 0.2120
[2023-09-29 00:19:43,148] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch7.pt
[2023-09-29 00:19:43,175] ml_logger {DiffImpute.py:434} INFO - (epoch) 8 (batch) 0 (loss) 0.2133
[2023-09-29 00:19:44,467] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch8.pt
[2023-09-29 00:19:44,493] ml_logger {DiffImpute.py:434} INFO - (epoch) 9 (batch) 0 (loss) 0.2257
[2023-09-29 00:19:45,770] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch9.pt
[2023-09-29 00:19:45,795] ml_logger {DiffImpute.py:434} INFO - (epoch) 10 (batch) 0 (loss) 0.2081
[2023-09-29 00:19:47,058] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch10.pt
[2023-09-29 00:19:47,084] ml_logger {DiffImpute.py:434} INFO - (epoch) 11 (batch) 0 (loss) 0.1583
[2023-09-29 00:19:48,366] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch11.pt
[2023-09-29 00:19:48,391] ml_logger {DiffImpute.py:434} INFO - (epoch) 12 (batch) 0 (loss) 0.1879
[2023-09-29 00:19:49,673] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch12.pt
[2023-09-29 00:19:49,699] ml_logger {DiffImpute.py:434} INFO - (epoch) 13 (batch) 0 (loss) 0.2093
[2023-09-29 00:19:50,975] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch13.pt
[2023-09-29 00:19:51,002] ml_logger {DiffImpute.py:434} INFO - (epoch) 14 (batch) 0 (loss) 0.1615
[2023-09-29 00:19:52,302] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch14.pt
[2023-09-29 00:19:52,328] ml_logger {DiffImpute.py:434} INFO - (epoch) 15 (batch) 0 (loss) 0.2122
[2023-09-29 00:19:53,589] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch15.pt
[2023-09-29 00:19:53,614] ml_logger {DiffImpute.py:434} INFO - (epoch) 16 (batch) 0 (loss) 0.2045
[2023-09-29 00:19:54,889] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch16.pt
[2023-09-29 00:19:54,914] ml_logger {DiffImpute.py:434} INFO - (epoch) 17 (batch) 0 (loss) 0.1976
[2023-09-29 00:19:56,203] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch17.pt
[2023-09-29 00:19:56,228] ml_logger {DiffImpute.py:434} INFO - (epoch) 18 (batch) 0 (loss) 0.1825
[2023-09-29 00:19:57,501] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch18.pt
[2023-09-29 00:19:57,527] ml_logger {DiffImpute.py:434} INFO - (epoch) 19 (batch) 0 (loss) 0.1644
[2023-09-29 00:19:58,828] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch19.pt
[2023-09-29 00:19:58,855] ml_logger {DiffImpute.py:434} INFO - (epoch) 20 (batch) 0 (loss) 0.1709
[2023-09-29 00:20:00,137] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/MLP_epoch20.pt
[2023-09-29 00:20:00,137] ml_logger {DiffImpute.py:414} INFO - ==================================================ResNet Model Training==================================================
[2023-09-29 00:20:00,165] ml_logger {DiffImpute.py:434} INFO - (epoch) 1 (batch) 0 (loss) 0.5103
[2023-09-29 00:20:01,954] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch1.pt
[2023-09-29 00:20:01,981] ml_logger {DiffImpute.py:434} INFO - (epoch) 2 (batch) 0 (loss) 0.0968
[2023-09-29 00:20:03,762] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch2.pt
[2023-09-29 00:20:03,790] ml_logger {DiffImpute.py:434} INFO - (epoch) 3 (batch) 0 (loss) 0.1197
[2023-09-29 00:20:05,564] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch3.pt
[2023-09-29 00:20:05,591] ml_logger {DiffImpute.py:434} INFO - (epoch) 4 (batch) 0 (loss) 0.0718
[2023-09-29 00:20:07,381] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch4.pt
[2023-09-29 00:20:07,408] ml_logger {DiffImpute.py:434} INFO - (epoch) 5 (batch) 0 (loss) 0.0799
[2023-09-29 00:20:09,183] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch5.pt
[2023-09-29 00:20:09,211] ml_logger {DiffImpute.py:434} INFO - (epoch) 6 (batch) 0 (loss) 0.0855
[2023-09-29 00:20:10,987] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch6.pt
[2023-09-29 00:20:11,015] ml_logger {DiffImpute.py:434} INFO - (epoch) 7 (batch) 0 (loss) 0.0867
[2023-09-29 00:20:12,832] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch7.pt
[2023-09-29 00:20:12,862] ml_logger {DiffImpute.py:434} INFO - (epoch) 8 (batch) 0 (loss) 0.0834
[2023-09-29 00:20:14,661] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch8.pt
[2023-09-29 00:20:14,690] ml_logger {DiffImpute.py:434} INFO - (epoch) 9 (batch) 0 (loss) 0.0924
[2023-09-29 00:20:16,487] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch9.pt
[2023-09-29 00:20:16,515] ml_logger {DiffImpute.py:434} INFO - (epoch) 10 (batch) 0 (loss) 0.0581
[2023-09-29 00:20:18,299] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch10.pt
[2023-09-29 00:20:18,327] ml_logger {DiffImpute.py:434} INFO - (epoch) 11 (batch) 0 (loss) 0.0697
[2023-09-29 00:20:20,096] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch11.pt
[2023-09-29 00:20:20,124] ml_logger {DiffImpute.py:434} INFO - (epoch) 12 (batch) 0 (loss) 0.0719
[2023-09-29 00:20:21,903] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch12.pt
[2023-09-29 00:20:21,930] ml_logger {DiffImpute.py:434} INFO - (epoch) 13 (batch) 0 (loss) 0.0630
[2023-09-29 00:20:23,721] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch13.pt
[2023-09-29 00:20:23,748] ml_logger {DiffImpute.py:434} INFO - (epoch) 14 (batch) 0 (loss) 0.0830
[2023-09-29 00:20:25,521] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch14.pt
[2023-09-29 00:20:25,548] ml_logger {DiffImpute.py:434} INFO - (epoch) 15 (batch) 0 (loss) 0.0975
[2023-09-29 00:20:27,344] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch15.pt
[2023-09-29 00:20:27,373] ml_logger {DiffImpute.py:434} INFO - (epoch) 16 (batch) 0 (loss) 0.0800
[2023-09-29 00:20:29,159] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch16.pt
[2023-09-29 00:20:29,187] ml_logger {DiffImpute.py:434} INFO - (epoch) 17 (batch) 0 (loss) 0.0726
[2023-09-29 00:20:31,042] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch17.pt
[2023-09-29 00:20:31,070] ml_logger {DiffImpute.py:434} INFO - (epoch) 18 (batch) 0 (loss) 0.0636
[2023-09-29 00:20:32,862] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch18.pt
[2023-09-29 00:20:32,891] ml_logger {DiffImpute.py:434} INFO - (epoch) 19 (batch) 0 (loss) 0.0661
[2023-09-29 00:20:34,659] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch19.pt
[2023-09-29 00:20:34,687] ml_logger {DiffImpute.py:434} INFO - (epoch) 20 (batch) 0 (loss) 0.0784
[2023-09-29 00:20:36,471] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/ResNet_epoch20.pt
[2023-09-29 00:20:36,471] ml_logger {DiffImpute.py:416} INFO - ==================================================Transformer Model Training==================================================
[2023-09-29 00:20:36,518] ml_logger {DiffImpute.py:434} INFO - (epoch) 1 (batch) 0 (loss) 0.4625
[2023-09-29 00:20:41,307] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch1.pt
[2023-09-29 00:20:41,346] ml_logger {DiffImpute.py:434} INFO - (epoch) 2 (batch) 0 (loss) 0.0698
[2023-09-29 00:20:46,111] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch2.pt
[2023-09-29 00:20:46,149] ml_logger {DiffImpute.py:434} INFO - (epoch) 3 (batch) 0 (loss) 0.0433
[2023-09-29 00:20:50,925] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch3.pt
[2023-09-29 00:20:50,964] ml_logger {DiffImpute.py:434} INFO - (epoch) 4 (batch) 0 (loss) 0.0503
[2023-09-29 00:20:55,720] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch4.pt
[2023-09-29 00:20:55,759] ml_logger {DiffImpute.py:434} INFO - (epoch) 5 (batch) 0 (loss) 0.0584
[2023-09-29 00:21:00,548] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch5.pt
[2023-09-29 00:21:00,588] ml_logger {DiffImpute.py:434} INFO - (epoch) 6 (batch) 0 (loss) 0.0540
[2023-09-29 00:21:05,391] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch6.pt
[2023-09-29 00:21:05,430] ml_logger {DiffImpute.py:434} INFO - (epoch) 7 (batch) 0 (loss) 0.0517
[2023-09-29 00:21:10,158] ml_logger {DiffImpute.py:450} INFO - Model saved at CA/sampling_results/FT_epoch7.pt
